"Identificador de URL";"Nombre";"Categorías";"Imagen";"Precio";"Stock";"Descripción";"Mostrar en tienda";"Producto Físico"
"difusor-[pétalos-de-orquídeas]";"Difusor - Pétalos de Orquídeas";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/07/20240712-difusor-aromatico-petalos-de-orquideas-saphirus-430x430.jpg";4300.00;NO;"Fragancia dulce y delicada de orquídeas y frutos rojos combinadas con un mix de flores blancas y musk.";"SI";"SI"
"difusor-[lima-limón]";"Difusor - Lima Limón";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/06/20240618-difusor-lima-limon-saphirus-430x430.jpg";4300.00;NO;"Exquisito aroma a limoncello italiano con una salida única de ralladura de limón y lima. Su corazón se sostiene por el limón Sorrento y un petit grain, dejando una estela de almizcle y azúcar de caña.";"SI";"SI"
"difusor-[melocotón-blanco]";"Difusor - Melocotón Blanco";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/06/20240618-difusor-melocoton-blanco-saphirus-430x430.jpg";4300.00;NO;"Fragancia cóctel única en su tipo, inspirada en la bebida Peach Bellini, creada en 1948 en Venecia, Italia. En su salida se presentan notas de melocotón blanco acompañadas por frescas flores de azahar y un dejo de moras silvestres, culminando con una base ámbar.";"SI";"SI"
"difusor-[clean-cotton]";"Difusor - Clean Cotton";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/03/difusor-saphirus-clean-cotton-fondo-blanco-430x430.jpg";4300.00;NO;"Creación delicada y refrescante con toques frutados levemente dulces en la salida, acompañada de un corazón floral acuoso sobre un fondo cálido amaderado.";"SI";"SI"
"difusor-[mango]";"Difusor - Mango";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/01/20240730-mango-sin-fondo-430x430.jpg";4300.00;NO;"Fragancia de notas afrutadas de mango, ananá y frutos tropicales que conforman un delicioso aroma dulce y fresco.";"SI";"SI"
"difusor-[coco-maracuyá]";"Difusor - Coco Maracuyá";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/01/difusor-aromatico-coco-maracuya-430x430.jpg";4300.00;NO;"Colorida y divertida. Una fragancia que estimula los sentidos con notas tropicales de maracuyá y coco. Con notas dulces, frutadas, vainillas y maderas blancas dan un conjunto persistente y energético.";"SI";"SI"
"difusor-[frutos-patagónicos]";"Difusor - Frutos Patagónicos";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2023/08/difusor-frutos-patagonicos-saphirus-430x430.jpg";4300.00;NO;"Mix de frutos patagónicos y tropicales. En su cuerpo se puede percibir muy sensiblemente una deliciosa nota cremosa a canela culminando con acordes ambarados.";"SI";"SI"
"difusor-[fresias-&-bergamota]";"Difusor - Fresias & Bergamota";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2023/08/difusor-fresias-y-bergamota-saphirus-430x430.jpg";4300.00;NO;"Mezcla atractiva y original de fresia azul, clementina dulce y suaves pétalos de violeta.";"SI";"SI"
"difusor-[lavanda-y-te-verde]";"Difusor - Lavanda y Te Verde";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/11/difusor-saphirus-lavanda-y-te-verde-1-430x430.jpg";4300.00;NO;"Una esencia distinguida que surge de notas de una lavanda aromática con sutiles aromas de estragón y eucaliptus.";"SI";"SI"
"difusor-[pomelo-rosado]";"Difusor - Pomelo Rosado";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/11/20240730-pomelo-rosado-sin-fondo-430x430.jpg";4300.00;NO;"Potente aroma cítrico caracterizado por la frescura del pomelo rosado y la combinación de notas cítricas del limón y la naranja silvestre.";"SI";"SI"
"difusor-[café-au-chocolat]";"Difusor - Café au Chocolat";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/11/difusor-saphirus-cafe-au-chocolate-1-430x430.jpg";4300.00;NO;"Increíble fragancia con una sofisticada combinación de granos de café de Honduras y cacao africano.";"SI";"SI"
"difusor-[vainilla-tonka]";"Difusor - Vainilla Tonka";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/11/difusor-saphirus-vainilla-tonka-1-430x430.jpg";4300.00;NO;"Fragancia que combina facetas licorosas y atabacadas de la vainilla en su plenitud.";"SI";"SI"
"difusor-[pera-y-durazno]";"Difusor - Pera y Durazno";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/11/difusor-saphirus-pera-y-durazno-1-430x430.jpg";4300.00;NO;"Un splash de frutas y notas verdes en donde destacan las notas de pera y durazno.";"SI";"SI"
"difusor-[adventure]";"Difusor - Adventure";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/10/saphirus-difusores-adventure-430x430.png";4300.00;NO;"Deliciosa fragancia inspirada en un reconocido perfume masculino, con notas de salida frescas y persistentes que dan lugar a finos acordes florales que culminan con un fondo almizclado dulce.";"SI";"SI"
"difusor-[wella]";"Difusor - Bella";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/10/saphirus-difusores-bella-430x430.png";4300.00;NO;"Fragancia de la familia olfativa Floral Frutal gourmand. Se inicia con frutas combinadas pasando a un acorde «aldehídico lirio»";"SI";"SI"
"difusor-[wanted]";"Difusor - Wanted";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/10/saphirus-difusores-wanted-430x430.png";4300.00;NO;"Fragancia amaderada con una combinación de cedro, ámbar, patchouly y notas de salida de pomelo y cardamomo.";"SI";"SI"
"difusor-[limón-dulce-y-vainilla]";"Difusor - Limón Dulce y Vainilla";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-limon-dulce-vainilla-430x430.jpg";4300.00;NO;"Creación con un arranque fascinante de limón Eureka California muy utilizado en la aromaterapia antigua por sus propiedades energizantes.";"SI";"SI"
"difusor-[naranja-pimienta]";"Difusor - Naranja Pimienta";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-naranja-pimienta-430x430.jpg";4300.00;NO;"Fragancia cítrica especiada con aroma intenso, exótico y equilibrado. Con acordes especiados que lo convierten en único en su estilo.";"SI";"SI"
"difusor-[palo-santo]";"Difusor - Palo Santo";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/04/20240730-palo-santo-sin-fondo-430x430.jpg";4300.00;NO;"Embriagadora fragancia amaderada con mezcla de notas balsámicas y orientales que energiza y sorprende dejando un persistente aroma en el ambiente.";"SI";"SI"
"difusor-[cristóbal]";"Difusor - Cristóbal";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-cristobal-430x430.jpg";4300.00;NO;"Una deliciosa mezcla de coco caribeño, flor de vainilla y piña madura Revelando un corazón floral rosado fresco equilibrado con un fondo balsámico almizclado que seduce los sentidos.";"SI";"SI"
"difusor-[paula]";"Difusor - Paula";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-paula-430x430.jpg";4300.00;NO;"Fusión de notas cítricas de bergamota y limón sobre un corazón amable donde se dan cita la rosa y las orquídeas con un fondo ambarado.";"SI";"SI"
"difusor-[mery]";"Difusor - Mery";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/04/20240730-mery-sin-fondo-430x430.jpg";4300.00;NO;"Floral cítrica, radiante, con un corazón floreciente de jazmín y notas verdes, un fondo cálido de tonalidades ambarinas y almizcladas.";"SI";"SI"
"difusor-[rocío]";"Difusor - Rocío";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-rocio-430x430.jpg";4300.00;NO;"Fresca fragancia floral donde se destacan el típico y delicado olor a ropa limpia, la combinación de notas aldehidicas y la presencia de rosas y flores blancas mezcladas con notas apolvadas y musk determinan la calidad de esta fragancia.";"SI";"SI"
"difusor-[magnolia-y-fresias]";"Difusor - Magnolia y Fresias";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-magnolia-fresias-430x430.jpg";4300.00;NO;"Fragancia floral frutal. Representa la esencia del amor y el romance. Ramo de magnolia y fresias. Una alianza donde la magnolia es alumbrada mágicamente por las fresias, con un corazón muguet, flores blancas y manzana. Sobre un fondo almizclado frutal ámbar con una presencia sutil en tonalidades cálidas, dulces y delicadas que envuelven todas sus etapas.";"SI";"SI"
"difusor-[london]";"Difusor - London";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-london-430x430.jpg";4300.00;NO;"Refinada composición gourmet inspirada en la tradición inglesa del “five o’clock tea” en la zona del Big Ben. Su agradable aroma es la conjunción de los mejores Blends seleccionados y acordes cítricos predominando inconfundiblemente el limón de california. Todo esto lo hacen único en su estilo.";"SI";"SI"
"difusor-[maracuyá]";"Difusor - Maracuyá";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-maracuya-430x430.jpg";4300.00;NO;"Excéntrica fragancia con notas como la vainilla, durazno, bergamota y almizcles. Siendo fragancias cítricasflorales que nos envuelven de una manera deliciosa.";"SI";"SI"
"difusor-[indiana]";"Difusor - Indiana";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-indiana-430x430.jpg";4300.00;NO;"Inspirado en fragancia de reconocida marca. Fragancia frutal con una salida dulce y tropical.";"SI";"SI"
"difusor-[apple]";"Difusor - Apple";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/04/20240730-apple-sin-fondo-430x430.jpg";4300.00;NO;"Fresca salida a manzana verde combinada con hojas verdes y flores silvestres sumado a acordes acuosos que le otorgan personalidad y persistencia.";"SI";"SI"
"difusor-[miel-y-limón]";"Difusor - Miel y Limón";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-miel-limon-430x430.jpg";4300.00;NO;"Refinado y dulce acorde aromático cítrico que en su salida revela el suave limón California envuelto en un tenue acorde fresco con un corazón ligero de vainilla caramelo, dando paso a un fondo floral almizclado alimonado.";"SI";"SI
"difusor-[melón]";"Difusor - Melón";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-melon-430x430.jpg";4300.00;NO;"Deliciosa fragancia frutada que se muestra principalmente con un exquisito aroma a melón acompañado de notas verdes.";"SI";"SI"
"difusor-[citronella]";"Difusor - Citronella";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-citronella-430x430.jpg";4300.00;NO;"Planta aromática con diversas aplicaciones de cuyo tallo y hojas emana un agradable perfume cítrico.";"SI";"SI"
"difusor-[flowers]";"Difusor - Flowers";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-flowers-430x430.jpg";4300.00;NO;"Floral cítrica, radiante, con un corazón floreciente de jazmín y notas verdes, un fondo cálido de tonalidades ambarinas y almizcladas.";"SI";"SI"
"difusor-[marino]";"Difusor - Marino";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-marino-430x430.jpg";4300.00;NO;"Aroma de notas cítricas, herbales y marinas donde se destacan las flores de azahar, las hierbas recién cortadas y la frescura de las olas del mar.";"SI";"SI"
"difusor-[manzana-canela]";"Difusor - Manzana Canela";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-manzana-canela-430x430.jpg";4300.00;NO;"Aroma frutado, con tonos rojos y toques de manzanas y peras silvestres, acompañada de una fina canela natural chocolatosa.";"SI";"SI"
"difusor-[violetas]";"Difusor - Violetas";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-difusores-violeta-430x430.jpg";4300.00;NO;"Fragancia floral compuesta por pétalos aterciopelados de violetas combinados con flores blancas y hojas verdes que le dan una personalidad característica y propia.";"SI";"SI"
"difusor-[tokyo]";"Difusor - Tokyo";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-tokyo-430x430.jpg";4300.00;NO;"Fragancia fresca con cascaras de naranjas que combinan en un cocktel frutal de durazno, damasco y la nota acuosa de la pera, estas forman un delicado mix junto a las notas dulces de la vainilla y las notas ambaradas.";"SI";"SI"
"difusor-[damasco]";"Difusor - Damasco";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-damasco-430x430.jpg";4300.00;NO;"Intensa fragancia con base de damasco con acordes de crema, coco y menta.";"SI";"SI"
"difusor-[lola]";"Difusor - Lola";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-lola-430x430.jpg";4300.00;NO;"Una salida fresca acuática y agreste que anuncian un corazón de Loto acuático, algunas notas florales, helecho acuático y un fondo de madera.";"SI";"SI"
"difusor-[cappuccino]";"Difusor - Cappuccino";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-cappuccino-430x430.jpg";4300.00;NO;"Sofisticada y deliciosa fragancia, resultado de la combinación de las más exquisitas notas de café, cacao, vainilla y especias.";"SI";"SI"
"difusor-[bubblegum]";"Difusor - Bubblegum";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-bubblegum-430x430.jpg";4300.00;NO;"Fragancia frutal con una salida extrema, que denota el sabor de un chicle de Tutti Frutti.";"SI";"SI"
"difusor-[guaraná]";"Difusor - Guaraná";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-guarana-430x430.jpg";4300.00;NO;"Combinación tropical energizante de guaraná con la mezcla de la manzana verde, el durazno y los toques cítricos del limón.";"SI";"SI"
"difusor-[bebé]";"Difusor - Bebé";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-bebe-430x430.jpg";4300.00;NO;"Inspirado en fragancia de reconocida marca. Tierna fragancia cítrica floral. La nota de salida está caracterizada por la combinación del azahar dulce, cáscara de limón y bergamota. El delicado corazón floral, mezcla de neroli, naranja valencia y rosas dan forma junto con las notas de fondo dominadas por el habas tonka, cedro y almizcle blanco a esta exquisita combinación aromática.";"SI";"SI"
"difusor-[papaya]";"Difusor - Papaya";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-papaya-430x430.jpg";4300.00;NO;"Aromática y potente fragancia frutal donde prevalece el aroma de la papaya brasileña.";"SI";"SI"
"difusor-[jazmín]";"Difusor - Jazmín";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-jazmin-430x430.jpg";4300.00;NO;"Una esencia distinguida que surge de notas de una lavanda aromática con sutiles aromas de estragón y eucaliptus, dejando para el cuerpo un envolvente bouquet de té verde, verbena y flores de manzanilla, todas estas notas descansan sobre un fondo balsámico y de maderas rubias, una fragancia con mucha salida, relajante y aromática.";"SI";"SI"
"difusor-[green]";"Difusor - Green";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-green-430x430.jpg";4300.00;NO;"Composición con notas de salida exóticas y potentes que van dando lugar a tiernos acordes cítricos dejando un persistente aroma floral verde especiado.";"SI";"SI"
"difusor-[bamboo]";"Difusor - Bamboo";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-bamboo-430x430.jpg";4300.00;NO;"Una fragancia que nos envuelve en una frescura matinal con sus notas verdes y frutadas.";"SI";"SI"
"difusor-[verbena]";"Difusor - Verbena";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-verbena-430x430.jpg";4300.00;NO;"Delicioso acorde cítrico enriquecido con notas verdes de higo, menta y lavanda. En el fondo encontramos notas polvorosas de almizcle y vainilla.";"SI";"SI"
"difusor-[patio]";"Difusor - Patio";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-patio-430x430.jpg";4300.00;NO;"Envolvente bouquet floral basado en el exquisito aroma de jazmín y la clásica rosa resaltados por una salida aldehídica y levemente frutal. El fondo se presenta amaderado y cálido gracias al pachuli y el cedro.";"SI";"SI"
"difusor-[tropical]";"Difusor - Tropical";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-difusor-tropical-430x430.jpg";4300.00;NO;"Fragancia frutal potente y extremadamente difusiva, que impacta inicialmente con su nota frutal fresca clara marina.";"SI";"SI"
"difusor-[lavanda]";"Difusor - Lavanda";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-lavanda-430x430.jpg";4300.00;NO;"Clásica fragancia que se abre con notas delicadas de flores de lavanda y sutiles destellos de romero en su cabeza. En su cuerpo se presenta con notas florales de rosa y jazmín que acompañan y suavizan la nota principal de la composición. Su fondo persistente y amaderado se compone de finas maderas de Cedro y Musgo.";"SI";"SI"
"difusor-[amour]";"Difusor - Amour";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-amour-430x430.jpg";4300.00;NO;"Inspirado en fragancia de reconocida marca. Un delicado aroma que revela un floral dulce mezclado con flores de cerezo y anís, juntos con el jazmín, y sándalo se envuelven en la suave sensualidad de la vainilla, del incienso y el amber gris";"SI";"SI"
"difusor-[orange]";"Difusor - Orange";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-orange-430x430.jpg";4300.00;NO;"Un cóctel refrescante de notas cítricas, dominado por la naranja dulce y chispeantes notas aldehídicas refuerza y redondea su aroma. El corazón de naranja valencia viene acompañado por notas alimonadas florales especiadas. El fondo dulce amaderado almizclado.";"SI";"SI"
"difusor-[vainilla]";"Difusor - Vainilla";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-vainilla-430x430.jpg";4300.00;NO;"Deliciosa y difusiva fragancia vainilla que se presenta con chispas de Jazmín y Orquídea que le agregan suavidad y clase a la composición. La nota de clavo de olor en su cuerpo da entrada a sus notas de fondo que se caracterizan por su persistencia, formado por Vainillina, Cumarina y almizcle.";"SI";"SI"
"difusor-[uva]";"Difusor - Uva";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-uva-430x430.jpg";4300.00;NO;"Una salida frutal dulce matizada con maderas de violeta, agua de azahar y frutillas especiadas.";"SI";"SI"
"difusor-[peras-y-flores]";"Difusor - Peras y Flores";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-peras-flores-430x430.jpg";4300.00;NO;"Una nueva experiencia olfativa, sorprendente mezcla de peras maduras, sensual crema moka y manzana verdes.";"SI";"SI"
"difusor-[oriente]";"Difusor - Oriente";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-oriente-430x430.jpg";4300.00;NO;"Una esencia oriental en la que el sándalo se mezcla con el delicado aroma de la flor de lirio.";"SI";"SI"
"difusor-[linah]";"Difusor - Linah";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-linah-430x430.jpg";4300.00;NO;"Dinámica y energética mezcla de cítricos con sutiles acordes frutales; en la salida se combinan acordes de naranja amarga, limón y bergamota; en el corazón se destacan las notas cítricas aldehídicas y la cáscara de naranja acompañado de un tierno bouquet frutado.";"SI";"SI"
"difusor-[Hawai]";"Difusor - Hawai";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-difusores-hawai-430x430.jpg";4300.00;NO;"Refrescante acorde frutal cuya salida combina el melon, la ananá, sandia, pepino, banana y galbano.";"SI";"SI"


# "MINIs AROMATIZANTES [33 productos]"
"mini-aromatizante-60ml-[opium]";"Aromatizador Mini Opium 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2024/12/20241209-aromatizador-mini-opium-saphirus-430x430.jpg";2800.00;NO;"Fragancia femenina intensa y con gran personalidad donde se destaca una salida floral dulce, ligeramente avainillada y amaderada.";"SI";"SI"
"mini-aromatizante-60ml-[cereza-malbec]";"Aromatizante Mini Cereza Malbec 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-cereza-malbec-430x430.jpg";2800.00;NO;"Fragancia inspirada en el mundo del vino. Frutos rojos y negros, como la ciruela y la mora, son envueltos por una nota de cedro y roble donde las especias dulces juegan un papel principal mentolado y pino con una base de almizcle blanco , cedro texas y sándalo.";"SI";"SI"
"mini-aromatizante-60ml-[antitabaco]";"Aromatizante Mini Antitabaco 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-antitabaco-430x430.jpg";2800.00;NO;"Una composición armoniosa que fusiona en el corazón acordes florales de jazmín fresco, flores de lavanda, naranja y menta.";"SI";"SI"
"mini-aromatizante-60ml-[wanted]";"Aromatizante Mini Wanted 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-wanted-430x430.jpg";2800.00;NO;"Fragancia amaderada con una combinación de cedro, ambar, patchouly y notas de salida de pomelo y cardamomo.";"SI";"SI"
"mini-aromatizante-60ml-[bella]";"Aromatizante Mini Bella 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-bella-430x430.jpg";2800.00;NO;"Fragancia de la familia olfativa Floral, Frutal gourmand. Se inicia con frutas combinadas pasando a un acorde «aldehídico lirio». Creado en torno al lirio, el corazón devela efluvios de jazmín y flor de azahar. El fondo oriental y muy goloso es el resultado de la unión de la vainilla, el haba tonka, el praliné y el pachuli.";"SI";"SI"
"mini-aromatizante-60ml-[verbena]";"Aromatizante Mini Verbena 60ml";"Mini Aromatizantes";"	https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-verbena-430x430.jpg";2800.00;NO;"Delicioso acorde cítrico enriquecido con notas verdes de higo, menta y lavanda. En el fondo encontramos notas polvorosas de almizcle y vainilla.";"SI";"SI"
"mini-aromatizante-60ml-[vainilla]";"Aromatizante Mini Vainilla 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-vainilla-430x430.jpg";2800.00;NO;"Deliciosa y difusiva fragancia vainilla que se presenta con chispas de Jazmín y Orquídea que le agregan suavidad y clase a la composición. La nota de clavo de olor en su cuerpo da entrada a sus notas de fondo que se caracterizan por su persistencia, formado por Vainillina, Cumarina y almizcle.";"SI";"SI"
"mini-aromatizante-60ml-[uva]";"Aromatizante Mini Uva 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-uva-430x430.jpg";100.00;NO;"Una salida frutal dulce matizada con maderas de violeta, agua de azahar y frutillas especiadas.";"SI";"SI"
"mini-aromatizante-60ml-[tropical]";"Aromatizante Mini Tropical 60ml";"Mini Aromatizantes";"	https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-tropical-430x430.jpg";2800.00;NO;"Fragancia frutal potente y extremadamente difusiva, que impacta inicialmente con su nota frutal fresca clara marina.";"SI";"SI"
"mini-aromatizante-60ml-[rocío]";"Aromatizante Mini Rocío 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-rocio-430x430.jpg";2800.00;NO;"Fresca fragancia floral donde se destacan el típico y delicado olor a ropa limpia, la combinación de notas aldehidicas y la presencia de rosas y flores blancas mezcladas con notas apolvadas y musk determinan la calidad de esta fragancia.";"SI";"SI"
"mini-aromatizante-60ml-[pitanga]";"Aromatizante Mini Pitanga 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-pitanga-430x430.jpg";2800.00;NO;"Una fragancia frutal con acentos tropicales y efervescentes.";"SI";"SI"
"mini-aromatizante-60ml-[paula]";"Aromatizante Mini Paula 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-paula-430x430.jpg";2800.00;NO;"Fusión de notas cítricas de bergamota y limón sobre un corazón amable donde se dan cita la rosa y las orquídeas con un fondo ambarado.";"SI";"SI"
"mini-aromatizante-60ml-[papaya]";"Aromatizante Mini Papaya 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-papaya-430x430.jpg";2800.00;NO;"Aromática y potente fragancia frutal donde prevalece el aroma de la papaya brasileña.";"SI";"SI"
"mini-aromatizante-60ml-[oriente]";"Aromatizante Mini Oriente 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-oriente-430x430.jpg";2800.00;NO;"Una esencia oriental en la que el sándalo se mezcla con el delicado aroma de la flor de lirio.";"SI";"SI"
"mini-aromatizante-60ml-[mery]";"Aromatizante Mini Mery 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-mery-430x430.jpg";2800.00;NO;"Floral cítrica, radiante, con un corazón floreciente de jazmín y notas verdes, un fondo cálido de tonalidades ambarinas y almizcladas.";"SI";"SI"
"mini-aromatizante-60ml-[marino]";"Aromatizante Mini Marino 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-marino-430x430.jpg";2800.00;NO;"Aroma de notas cítricas, herbales y marinas donde se destacan las flores de azahar, las hierbas recién cortadas y la frescura de las olas del mar.";"SI";"SI"
"mini-aromatizante-60ml-[magnolia-y-fresias]";"Aromatizante Mini Magnolia y Fresias 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-magnolia-fresias-430x430.jpg";2800.00;NO;"Fragancia floral frutal. Representa la esencia del amor y el romance. Ramo de magnolia y fresias. Una alianza donde la magnolia es alumbrada mágicamente por las fresias, con un corazón muguet, flores blancas y manzana. Sobre un fondo almizclado frutal ámbar con una presencia sutil en tonalidades cálidas, dulces y delicadas que envuelven todas sus etapas.";"SI";"SI"
"mini-aromatizante-60ml-[lola]";"Aromatizante Mini Lola 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-lola-430x430.jpg";2800.00;NO;"Salida fresca acuática y agreste que anuncian un corazón de loto acuático, algunas notas florales, helecho acuático y un fondo de madera.";"SI";"SI"
"mini-aromatizante-60ml-[linah]";"Aromatizante Mini Linah 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-linah-430x430.jpg";2800.00;NO;"Dinámica y energética mezcla de cítricos con sutiles acordes frutales; en la salida se combinan acordes de naranja amarga, limón y bergamota; en el corazón se destacan las notas cítricas aldehídicas y la cáscara de naranja acompañado de un tierno bouquet frutado.";"SI";"SI"
"mini-aromatizante-60ml-[limón]";"Aromatizante Mini Limón 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-limon-430x430.jpg";2800.00;NO;"Fragancia cítrica verde, muy fresca, con toques de flor de naranja. Excelente difusión y persistencia dejando un aroma limpio y agradable.";"SI";"SI"
"mini-aromatizante-60ml-[lavanda]";"Aromatizante Mini Lavanda 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-lavanda-430x430.jpg";2800.00;NO;"Clásica fragancia que se abre con notas delicadas de flores de lavanda y sutiles destellos de romero en su cabeza. En su cuerpo se presenta con notas florales de rosa y jazmín que acompañan y suavizan la nota principal de la composición. Su fondo persistente y amaderado se compone de finas maderas de Cedro y Musgo.";"SI";"SI"
"mini-aromatizante-60ml-[hawai]";"Aromatizante Mini Hawai 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-hawai-430x430.jpg";2800.00;NO;"Refrescante acorde frutal cuya salida combina el melon, la ananá, sandia, pepino, banana y galbano.";"SI";"SI"
"mini-aromatizante-60ml-[green]";"Aromatizante Mini Green 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-green-430x430.jpg";2800.00;NO;"Composición con notas de salida exóticas y potentes que van dando lugar a tiernos acordes cítricos dejando un persistente aroma floral verde especiado.";"SI";"SI"
