"Identificador de URL";"Nombre";"Categorías";"Imagen";"Precio";"Stock";"Descripción";"Mostrar en tienda";"Producto Físico"
"Saphirus Textil [breeze]";"Saphirus Textil Breeze 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2025/02/20250220-textil-breeze-sf-saphirus-430x430.jpg";3.400,00;NO;"Fragancia floral aldehídica en combinación con notas de flores blancas y Peonias, posee un fondo de vainilla musk y notas polvorosas.";"SI";"SI"
"Saphirus Textil [salvaje]";"Saphirus Textil Salvaje 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/12/20241210-textil-salvaje-saphirus-430x430.jpg";3.400,00;NO;"Salvaje es una fragancia audaz y revitalizante de la familia olfativa aromática Fougère, diseñada exclusivamente para hombres que buscan destacar con un aroma único y poderoso.";"SI";"SI"
"Saphirus Textil [bergamota-cedro]";"Saphirus Textil Bergamota & Cedro 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/10/20241004-aromatizador-textil-bergamota-Cedro1-430x430.jpg";3.400,00;NO;"Increíble fragancia cítrica y especiada, conformada por bergamota, eucalipto y vegetales que, junto a su corazón floral de jazmines y gardenias, le dan a esta fragancia una personalidad indescriptible.";"SI";"SI"
"Saphirus Textil [peonias-cedro]";"Saphirus Textil Peonias y Cedro 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/09/20240911-textil-peonias-y-cedro-saphirus-430x430.jpg";3.400,00;NO;"Fragancia floral amaderada conformada por flores silvestres y peonías que descansan en un fondo fresco amaderado.";"SI";"SI"
"Saphirus Textil [fresias-bergamota]";"Saphirus Textil Fresias y Bergamota 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/09/20240911-textil-fresias-y-bergamota-saphirus-430x430.jpg";3.400,00;NO;"Mezcla atractiva y original de fresia azul, clementina dulce y suaves pétalos de violeta.";"SI";"SI"
"Saphirus Textil [hypnotic-scent]";"Saphirus Textil Hypnotic Scent 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/01/saphirus-textil-hypnotic-scent-430x430.jpg";3.400,00;NO;"Sofisticada fragancia de carácter único, con notas avainilladas, dulces y almendradas que dan como resultado un aroma sexy y embriagador.";"SI";"SI"
"Saphirus Textil [yourself]";"Saphirus Textil Yourself 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2024/01/saphirus-textil-yourself-430x430.jpg";3.400,00;NO;"Destacada por sus explosivas notas cítricas de salida y un destello frutal de manzana que le aporta frescura y personalidad.";"SI";"SI"
"Saphirus Textil [petalos-de-orquideas]";"Saphirus Textil Pétalos de Orquídeas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/09/Saphirus-Textiles-Petalos-de-Orquideas-430x430.jpg";3.400,00;NO;"Fragancia dulce y delicada de orquídeas y frutos rojos combinadas con un mix de flores blancas y musk.";"SI";"SI"
"Saphirus Textil [flores-silvestres]";"Saphirus Textil Flores Silvestres 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/09/Saphirus-Textiles-Flores-Silvestres-430x430.jpg";3.400,00;NO;"Delicioso mix de flores silvestres que, junto a las frescas notas de salida de naranja y melocotón, descansan en un fondo oriental aterciopelado.";"SI";"SI"
"Saphirus Textil [sandalo-y-violetas]";"Saphirus Textil Sándalo y Violetas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/09/Saphirus-Textiles-Sandalos-y-Violetas-430x430.jpg";3.400,00;NO;"Compuesta por violetas y lavanda combinadas con un corazón de maderas orientales, le brindan a esta fragancia una personalidad única.";"SI";"SI"
"Saphirus Textil [limon]";"Saphirus Textil Limón 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/09/Saphirus-Textiles-Sandalos-y-Violetas-430x430.jpg";3.400,00;NO;"Fragancia cítrica verde, muy fresca, con toques de flor de naranja. Excelente difusión y persistencia dejando un aroma limpio y agradable.";"SI";"SI"
"Saphirus Textil [bubblegum]";"Saphirus Textil Bubblegum 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-bubblegum-430x430.jpg";3.400,00;NO;"Fragancia frutal con una salida extrema, que denota el sabor de un chicle de Tutti Frutti.";"SI";"SI"
"Saphirus Textil [uva]";"Saphirus Textil Uva 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-uva-430x430.jpg";3.400,00;NO;"Una salida frutal dulce matizada con maderas de violeta, agua de azahar y frutillas especiadas.";"SI";"SI"
"Saphirus Textil [tropical]";"Saphirus Textil Tropical 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-tropical-430x430.jpg";3.400,00;NO;"Fragancia frutal potente y extremadamente difusiva, que impacta inicialmente con su nota frutal fresca clara marina.";"SI";"SI"
"Saphirus Textil [lavanda]";"Saphirus Textil Lavanda 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-lavanda-430x430.jpg";3.400,00;NO;"Clásica fragancia que se abre con notas delicadas de flores de lavanda y sutiles destellos de romero en su cabeza. En su cuerpo se presenta con notas florales de rosa y jazmín que acompañan y suavizan la nota principal de la composición. Su fondo persistente y amaderado se compone de finas maderas de Cedro y Musgo.";"SI";"SI"
"Saphirus Textil [cony]";"Saphirus Textil Cony 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-cony-430x430.jpg";3.400,00;NO;"Muy agradable y difusiva fragancia infantil que explota con bergamota y notas verdes en su salida. Sus Flores blancas y notas de rosa de Bulgaria se entrelazan con el almizcle, las maderas de cedro y vainilla para formar un cálido y persistente fondo.";"SI";"SI"
"Saphirus Textil [vainilla]";"Saphirus Textil Vainilla 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-vainilla-430x430.jpg";3.400,00;NO;"Deliciosa y difusiva fragancia vainilla que se presenta con chispas de Jazmín y Orquídea que le agregan suavidad y clase a la composición. La nota de clavo de olor en su cuerpo da entrada a sus notas de fondo que se caracterizan por su persistencia, formado por Vainillina, Cumarina y almizcle.";"SI";"SI"
"Saphirus Textil [flores-blancas]";"Saphirus Textil Flores Blancas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-flores-blancas-430x430.jpg";3.400,00;NO;"Potente aroma floral dulce y fresco. En la salida el aroma del ciclamen y gardenia envuelto en la frescura de la flor de naranjo dulce deja paso a un difusivo aroma a flores de orquídea, jazmín e ylang ylang que se combinan con un dulce bálsamo almizclado de fondo.";"SI";"SI"
"Saphirus Textil [lola]";"Saphirus Textil Lola 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-lola-430x430.jpg";3.400,00;NO;"Salida fresca acuática y agreste que anuncian un corazón de loto acuático, algunas notas florales, helecho acuático y un fondo de madera.";"SI";"SI"
"Saphirus Textil [coco-vai]";"Saphirus Textil Coco Vai 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-coco-vai-430x430.jpg";3.400,00;NO;"Intensa fragancia de coco combinada con chauchas de vainilla envueltas en una nota láctea que las aglutina.";"SI";"SI"
"Saphirus Textil [papaya]";"Saphirus Textil Papaya 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-papaya-430x430.jpg";3.400,00;NO;"Aromática y potente fragancia frutal donde prevalece el aroma de la papaya brasileña.";"SI";"SI"
"Saphirus Textil [hawai]";"Saphirus Textil Hawai 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-hawai-430x430.jpg";3.400,00;NO;"Refrescante acorde frutal cuya salida combina el melon, la anana, sandia, pepino, banana y galbano.";"SI";"SI"
"Saphirus Textil [rocio]";"Saphirus Textil Rocío 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-rocio-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Fresca fragancia floral donde se destacan el típico y delicado olor a ropa limpia, la combinación de notas aldehidicas y la presencia de rosas y flores blancas mezcladas con notas apolvadas y musk determinan la calidad de esta fragancia.";"SI";"SI"
"Saphirus Textil [linah]";"Saphirus Textil Linah 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-linah-430x430.jpg";3.400,00;NO;"Dinámica y energética mezcla de cítricos con sutiles acordes frutales; en la salida se combinan acordes de naranja amarga, limón y bergamota; en el corazón se destacan las notas cítricas aldehídicas y la cáscara de naranja acompañado de un tierno bouquet frutado.";"SI";"SI"
"Saphirus Textil [bebe]";"Saphirus Textil Bebé 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-bebe-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Tierna fragancia cítrica floral. La nota de salida está caracterizada por la combinación del azahar dulce, cáscara de limón y bergamota. El delicado corazón floral, mezcla de neroli, naranja valencia y rosas dan forma junto con las notas de fondo dominadas por el habas tonka, cedro y almizcle blanco a esta exquisita combinación aromática.";"SI";"SI"
"Saphirus Textil [angel]";"Saphirus Textil Angel 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-angel-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Una sutil fragancia sensual con notas de salida mandarina pomelo y azafrán corazón de lirio orquídea e ylang y un fondo de cedro, vainilla y almizcle blanco.";"SI";"SI"
"Saphirus Textil [jazmin]";"Saphirus Textil Jazmín 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-jazmin-430x430.jpg";3.400,00;NO;"Una esencia distinguida que surge de notas de una lavanda aromática con sutiles aromas de estragón y eucaliptus, dejando para el cuerpo un envolvente bouquet de té verde, verbena y flores de manzanilla, todas estas notas descansan sobre un fondo balsámico y de maderas rubias, una fragancia con mucha salida, relajante y aromática.";"SI";"SI"
"Saphirus Textil [green]";"Saphirus Textil Green 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-green-430x430.jpg";3.400,00;NO;"Composición con notas de salida exóticas y potentes que van dando lugar a tiernos acordes cítricos dejando un persistente aroma floral verde especiado.";"SI";"SI"
"Saphirus Textil [bamboo]";"Saphirus Textil Bamboo 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-bamboo-430x430.jpg";3.400,00;NO;"Una fragancia que nos envuelve en una frescura matinal con sus notas verdes y frutadas.";"SI";"SI"
"Saphirus Textil [duvet]";"Saphirus Textil Duvet 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-duvet-430x430.jpg";3.400,00;NO;"Exquisita nota floral, apolvada, que recuerda la delicada fragancia de un jabón cremoso.";"SI";"SI"
"Saphirus Textil [mery]";"Saphirus Textil Mery 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-mery-430x430.jpg";3.400,00;NO;"Floral cítrica, radiante, con un corazón floreciente de jazmín y notas verdes, un fondo cálido de tonalidades ambarinas y almizcladas.";"SI";"SI"
"Saphirus Textil [maracuya]";"Saphirus Textil Maracuyá 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-maracuya-430x430.jpg";3.400,00;NO;"Excéntrica fragancia con notas como la vainilla, durazno, bergamota y almizcles. Siendo fragancias cítricasflorales que nos envuelven de una manera deliciosa.";"SI";"SI"
"Saphirus Textil [verbena]";"Saphirus Textil Verbena 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-verbena-430x430.jpg";3.400,00;NO;"Delicioso acorde cítrico enriquecido con notas verdes de higo, menta y lavanda. En el fondo encontramos notas polvorosas de almizcle y vainilla.";"SI";"SI"
"Saphirus Textil [magnolia-fresias]";"Saphirus Textil Magnolia y Fresias 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-magnolia-y-fresias-430x430.jpg";3.400,00;NO;"Fragancia floral frutal. Representa la esencia del amor y el romance. Ramo de magnolia y fresias. Una alianza donde la magnolia es alumbrada mágicamente por las fresias, con un corazón muguet, flores blancas y manzana. Sobre un fondo almizclado frutal ámbar con una presencia sutil en tonalidades cálidas, dulces y delicadas que envuelven todas sus etapas.";"SI";"SI"
"Saphirus Textil [frutos-patagonicos]";"Saphirus Textil Frutos Patagónicos 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/03/2024053-FT-74-430x430.png";3.400,00;NO;"Mix de frutos patagónicos y tropicales. En su cuerpo, muy sensiblemente se puede percibir una nota cremosa a canela culminando con acordes ambarados.";"SI";"SI"
"Saphirus Textil [frutilla]";"Saphirus Textil Frutilla 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/03/saphirus-textil-frutilla-430x430.jpg";3.400,00;NO;"Una combinación explosiva de frutilla con notas dulces que hacen de esta de esta fragancia un aroma súper divertido y difusivo en el ambiente.";"SI";"SI"
"Saphirus Textil [teakwood]";"Saphirus Textil Teakwood 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2023/03/saphirus-textil-taekwood-430x430.jpg";3.400,00;NO;"Un perfume woody-fresh por excelencia. Las maderas exóticas se engalanan de frescor con un bambú azul degradado para una nueva y sorprendente sensación.";"SI";"SI"
"Saphirus Textil [pomelo-rosado]";"Saphirus Textil Pomelo Rosado 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/11/20240730-pomelo-rosado-textil-sin-fondo-430x430.jpg";3.400,00;NO;"Potente aroma cítrico caracterizado por la frescura del pomelo rosado y la combinación de notas cítricas del limón y la naranja silvestre.";"SI";"SI"
"Saphirus Textil [opium]";"Saphirus Textil Opium 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/10/Saphirus-textil-opium-430x430.jpg";3.400,00;NO;"Fragancia femenina intensa y con gran personalidad donde se destaca una salida floral dulce, ligeramente avainillada y amaderada.";"SI";"SI"
"Saphirus Textil [adventure]";"Saphirus Textil Adventure 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/10/Saphirus-textil-Adventure-430x430.jpg";3.400,00;NO;"Deliciosa fragancia inspirada en un reconocido perfume masculino, con notas de salida frescas y persistentes que dan lugar a finos acordes florales que culminan con un fondo almizclado dulce.";"SI";"SI"
"Saphirus Textil [cereza-malbec]";"Saphirus Textil Cereza Malbec 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-cereza-malbec-430x430.jpg";3.400,00;NO;"Fragancia inspirada en el mundo del vino. Frutos rojos y negros, como la ciruela y la mora, son envueltos por una nota de cedro y roble donde las especias dulces juegan un papel principal mentolado y pino con una base de almizcle blanco , cedro texas y sándalo.";"SI";"SI"
"Saphirus Textil [antitabaco]";"Saphirus Textil Antitabaco 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-antitabaco-430x430.jpg";3.400,00;NO;"Una composición armoniosa que fusiona en el corazón acordes florales de jazmín fresco, flores de lavanda, naranja y menta.";"SI";"SI"
"Saphirus Textil [palace]";"Saphirus Textil Palace 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-palace-430x430.jpg";3.400,00;NO;"Fragancia única, distinguida e inspirada en un majestuoso palacio porteño de la década del 30, que al olerla provoca que todos nuestros sentidos se transporten a una época dorada de Buenos Aires. Destacan a este aroma las notas a especias, nobles maderas, chauchas de vainilla y almizcles.";"SI";"SI"
"Saphirus Textil [limon-dulce-y-vainilla]";"Saphirus Textil Limón Dulce y Vainilla 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-limon-dulce-y-vainilla-430x430.jpg";3.400,00;NO;"Creación con un arranque fascinante de limón Eureka California muy utilizado en la aromaterapia antigua por sus propiedades energizantes.";"SI";"SI"
"Saphirus Textil [new-york]";"Saphirus Textil New York 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-new-york-430x430.jpg";3.400,00;NO;"Fragancia oriental amaderada con notas de salida frescas como el eucaliptus y laurel en complemento con las notas cítricas, generando una sensación de frescura y placer.";"SI";"SI"
"Saphirus Textil [lucy]";"Saphirus Textil Lucy 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-lucy-430x430.jpg";3.400,00;NO;"Fragancia que nos presenta en su salida sus notas frutales más representativas que son la manzana y el ananá. En su cuerpo de perfecta redondez se combinan notas florales como el jazmín y el lirio, junto a notas frutales gourmand.";"SI";"SI"
"Saphirus Textil [marino]";"Saphirus Textil Marino 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-marino-430x430.jpg";3.400,00;NO;"Aroma de notas cítricas, herbales y marinas donde se destacan las flores de azahar, las hierbas recién cortadas y la frescura de las olas del mar.";"SI";"SI"
"Saphirus Textil [oriente]";"Saphirus Textil Oriente 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-oriente-430x430.jpg";3.400,00;NO;"Una esencia oriental en la que el sándalo se mezcla con el delicado aroma de la flor de lirio.";"SI";"SI"
"Saphirus Textil [wanted]";"Saphirus Textil Wanted 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-wanted-430x430.jpg";3.400,00;NO;"Fragancia amaderada con una combinación de cedro, ambar, patchouly y notas de salida de pomelo y cardamomo.";"SI";"SI"
"Saphirus Textil [naranja-pimienta]";"Saphirus Textil Naranja Pimienta 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-naranja-pimienta-430x430.jpg";3.400,00;NO;"Fragancia cítrica especiada con aroma intenso, exótico y equilibrado. Con acordes especiados que lo convierten en único en su estilo.";"SI";"SI"
"Saphirus Textil [lilas]";"Saphirus Textil Lilas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-lilas-430x430.jpg";3.400,00;NO;"Lilas captura el espíritu de la primavera y hace que dure. Teje una delicada historia de frutas frescas, flores ricas y delicados pétalos. Una fragancia delicada y potente, inspirada en una fina combinación de ingredientes de perfumería que traen en su salida notas verdes, frescas y armoniosas, un cuerpo suculento de flores blancas con su protagonista “lila” y un bouquet de jazmín, madreselva y toques de muguet. En el fondo podemos encontrar sutiles maderas que se sostienen en un almizcle persistente.";"SI";"SI"
"Saphirus Textil [bella]";"Saphirus Textil Bella 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-bella-430x430.jpg";3.400,00;NO;"Fragancia de la familia olfativa Floral, Frutal gourmand. Se inicia con frutas combinadas pasando a un acorde «aldehídico lirio». Creado en torno al lirio, el corazón devela efluvios de jazmín y flor de azahar. El fondo oriental y muy goloso es el resultado de la unión de la vainilla, el haba tonka, el praliné y el pachuli.";"SI";"SI"
"Saphirus Textil [cristobal]";"Saphirus Textil Cristóbal 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-cristobal-430x430.jpg";3.400,00;NO;"Una deliciosa mezcla de coco caribeño, flor de vainilla y piña madura Revelando un corazón floral rosado fresco equilibrado con un fondo balsámico almizclado que seduce los sentidos.";"SI";"SI"
"Saphirus Textil [pitanga]";"Saphirus Textil Pitanga 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-pitanga-430x430.jpg";3.400,00;NO;"Una fragancia frutal con acentos tropicales y efervescentes.";"SI";"SI"
"Saphirus Textil [paula]";"Saphirus Textil Paula 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-paula-430x430.jpg";3.400,00;NO;"Fusión de notas cítricas de bergamota y limón sobre un corazón amable donde se dan cita la rosa y las orquídeas con un fondo ambarado.";"SI";"SI"
"Saphirus Textil [apple]";"Saphirus Textil Apple 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-apple-430x430.jpg";3.400,00;NO;"Fresca salida a manzana verde combinada con hojas verdes y flores silvestres sumado a acordes acuosos que le otorgan personalidad y persistencia.";"SI";"SI"
"Saphirus Textil [man]";"Saphirus Textil Man 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-man-1-430x430.jpg";3.400,00;NO;"Es una fragancia fina masculina con un carácter único que la distingue por sobre otras por su frescura, mix de frutas acuosas combinadas con maderas seleccionadas de Medio Oriente y flores silvestres.";"SI";"SI"
"Saphirus Textil [polo]";"Saphirus Textil Polo 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-polo-430x430.jpg";3.400,00;NO;"Perfume de salida herbal, con un corazón que deja una agradable impresión de cuero y tabaco, mientras la mezcla de vetiver, musgo de roble y patchouly le dan una tradicional base chipre a la composición, creando un producto con carácter intenso.";"SI";"SI"
"Saphirus Textil [flowers]";"Saphirus Textil Flowers 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-flowers-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Fragancia netamente primaveral, nos transporta a una ciudad soleada, cubierta de jazmines, violetas y delicadas rosas teniendo en su fondo suaves enlaces de vainillas y almizcles blancos, dando al ambiente un delicado aroma.";"SI";"SI"
"Saphirus Textil [apolo]";"Saphirus Textil Apolo 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-apolo-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Fragancia fina que expresa la sensualidad masculina en notas maderosas y amber.";"SI";"SI"
"Saphirus Textil [tokyo]";"Saphirus Textil Tokyo 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-tokyo-430x430.jpg";3.400,00;NO;"Fragancia fresca con cascaras de naranjas que combinan en un cocktel frutal de durazno, damasco y la nota acuosa de la pera, estas forman un delicado mix junto a las notas dulces de la vainilla y las notas ambaradas.";"SI";"SI"
"Saphirus Textil [faren]";"Saphirus Textil Faren 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-faren-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Fragancia fina masculina que denota su carácter intenso con notas maderosas orientales y cítricas.";"SI";"SI"
"Saphirus Textil [daniel]";"Saphirus Textil Daniel 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-daniel-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Composición de salida muy fresca gracias a sus notas cítricas de bergamota y flor de naranjo. Su cuerpo se destaca por sus acordes florales de jazmín y muguet que se funden con un fondo de vainilla, maderas de sándalo y cedro, agregándole personalidad y distinción a la fragancia.";"SI";"SI"
"Saphirus Textil [blue]";"Saphirus Textil Blue 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-blue-430x430.jpg";3.400,00;NO;"Inspirado en fragancia de reconocida marca. Elegante fragancia que nos envuelve con notas florales frescas, manzanas rojas y frutos patagónicos y nos relaja con notas almizcladas, maderosas y amber.";"SI";"SI"
"Saphirus Textil [guarana]";"Saphirus Textil Guaraná 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-guarana-430x430.jpg";3.400,00;NO;"Combinación tropical energizante de guaraná con la mezcla de la manzana verde, el durazno y los toques cítricos del limón.";"SI";"SI"
"Saphirus Textil [patio]";"Saphirus Textil Patio 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-patio-430x430.jpg";3.400,00;NO;"Envolvente bouquet floral basado en el exquisito aroma de jazmín y la clásica rosa resaltados por una salida aldehídica y levemente frutal. El fondo se presenta amaderado y cálido gracias al pachuli y el cedro.";"SI";"SI"
"Saphirus Textil [amour]";"Saphirus Textil Amour 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-amour-430x430.jpg";3.400,00;NO;"Un delicado aroma que revela un floral dulce mezclado con flores de cerezo y anís, juntos con el jazmín, y sándalo se envuelven en la suave sensualidad de la vainilla, del incienso y el amber gris.";"SI";"SI"
"Saphirus Textil [etiqueta]";"Saphirus Textil Etiqueta 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-etiqueta-430x430.jpg";3.400,00;NO;"Aroma elegante y masculino, se inicia con notas suaves, verdes ligeramente aromáticas. Albahaca, Hierbas cítricas y mandarina van dejando progresivamente lugar al floral muguet con toques amber. En el fondo, la madera de sándalo se combina con el almizcle, Patchouly y Vetiver.";"SI";"SI"
"Saphirus Textil [violetas]";"Saphirus Textil Violetas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-violetas-430x430.jpg";3.400,00;NO;"Fragancia floral compuesta por pétalos aterciopelados de violetas combinados con flores blancas y hojas verdes que le dan una personalidad característica y propia.";"SI";"SI"
"Saphirus Textil [rosas]";"Saphirus Textil Rosas 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-rosas-430x430.jpg";3.400,00;NO;"Fragancia floral compuesta por pétalos de rosa natural con connotaciones frescas amaderadas y polvorosas.";"SI";"SI"
"Saphirus Textil [indiana]";"Saphirus Textil Indiana 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-indiana-430x430.jpg";3.400,00;NO;"Fragancia frutal con una salida dulce y tropical.";"SI";"SI"
"Saphirus Textil [citrus]";"Saphirus Textil Citrus 250ml";"Textiles";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-textil-citrus-1-430x430.jpg";3.400,00;NO;"Explosivo mix cítrico fresco, con una salida de cáscara de naranja y limón verde apoyado en un corazón floral a base de jazmín.";"SI";"SI"

# "DIFUSORES [61 productos]"
"difusor-[sandía-pepino]";"Difusor - Sandía Pepino";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2025/02/20250210-difusor-sandia-pepino-saphirus-700x700.jpg";4300.00;NO;"Mix frutal con salida de notas frescas de sandía y pepino. Corazón con carácter de sutiles frutos rojos y lirios del valle, cerrando con una calidez de vainilla y almizcle.";"SI";"SI"
"difusor-[cookies-&-Cream]";"Difusor - Cookies & Cream";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2025/02/20250210-difusor-cookies-and-cream-saphirus-700x700.jpg";4300.00;NO;"Exquisita fragancia gourmand de galleta de vainilla. La manteca y las notas de coco tostado acompañan al olor del azúcar mascabo y a un fondo avainillado otorgándole una personalidad única que invade nuestros sentidos.";"SI";"SI"
"difusor-[bergamota-&-cedro]";"Difusor - Bergamota & Cedro";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/10/20241002-difusor-bergamota-cedro-saphirus1-430x430.jpg";4300.00;NO;"Increíble fragancia cítrica y especiada, conformada por bergamota, eucalipto y vegetales que, junto a su corazón floral de jazmines y gardenias, le dan a esta fragancia una personalidad indescriptible.";"SI";"SI"
"difusor-[lavanda-vainilla]";"Difusor - Lavanda Vainilla";"Difusores";"https://saphirus.com.ar/wp-content/uploads/2024/07/20240712-difusor-aromatico-lavanda-vainilla-saphirus-430x430.jpg";4300.00;NO;"Una combinación equilibrada de notas frescas y herbales se amalgaman con dulces vainillas y madera blancas.";"SI";"SI"
